District	Product	Profit
Солнцево	Ремонт компьютеров	4.763199999999999
Хамовники	Ремонт компьютеров	2.6959
Отрадное	Ремонт компьютеров	5.8911
Крылатское	Ремонт компьютеров	2.6395
Пресненский	Ремонт компьютеров	4.7864
Капотня	Ремонт компьютеров	1.6969
Новокосино	Ремонт компьютеров	5.4319
Чертаново Южное	Ремонт компьютеров	4.8848
Нагатинский Затон	Ремонт компьютеров	4.0945
Басманный	Ремонт компьютеров	3.2142999999999997
Внуковское	Ремонт компьютеров	1.5448
Москворечье-Сабурово	Ремонт компьютеров	3.7003
Алтуфьевский	Ремонт компьютеров	3.6242
Десеновское	Ремонт компьютеров	0.9787
Черемушки	Ремонт компьютеров	3.2576
Останкинский	Ремонт компьютеров	1.6378
Щербинка	Ремонт компьютеров	1.6862
Южное Медведково	Ремонт компьютеров	1.9641000000000002
Киевский	Ремонт компьютеров	1.7323
Ярославский	Ремонт компьютеров	3.843
Роговское	Ремонт компьютеров	4.0805
Орехово-Борисово Северное	Ремонт компьютеров	1.6243
Можайский	Ремонт компьютеров	2.8303000000000003
Марфино	Ремонт компьютеров	1.9376000000000002
Даниловский	Ремонт компьютеров	1.0431000000000001
Пресненский	Ремонт компьютеров	3.6944
Савелки	Ремонт компьютеров	2.3524
Бибирево	Ремонт компьютеров	4.5048
Крылатское	Ремонт компьютеров	3.6855
Раменки	Ремонт компьютеров	3.3635
Марфино	Ремонт компьютеров	2.9026
Москворечье-Сабурово	Ремонт компьютеров	3.4273000000000002
Южное Медведково	Ремонт компьютеров	3.9570999999999996
Соколиная Гора	Ремонт компьютеров	2.7971
Сокол	Ремонт компьютеров	2.2702999999999998
Бирюлево Восточное	Ремонт компьютеров	4.7709
Царицыно	Ремонт компьютеров	3.3499
Коптево	Ремонт компьютеров	2.9202000000000004
Новогиреево	Ремонт компьютеров	3.6706000000000003
Таганский	Ремонт компьютеров	2.3151
Сокол	Ремонт компьютеров	2.1543
Коньково	Ремонт компьютеров	4.166399999999999
Старое Крюково	Ремонт компьютеров	2.5417
Восточный	Ремонт компьютеров	3.4654
Покровское-Стрешнево	Ремонт компьютеров	2.6464
Бирюлево Западное	Ремонт компьютеров	3.6725000000000003
Ростокино	Ремонт компьютеров	2.9343
Роговское	Ремонт компьютеров	1.9935
Новокосино	Ремонт компьютеров	2.8159
Южное Тушино	Ремонт компьютеров	3.7876000000000003
Вороновское	Ремонт компьютеров	0.974
Красносельский	Ремонт компьютеров	2.0654
Старое Крюково	Ремонт компьютеров	1.2017
Зябликово	Ремонт компьютеров	3.4656000000000002
Старое Крюково	Ремонт компьютеров	1.8897
Ивановское	Ремонт компьютеров	3.9653
Ховрино	Ремонт компьютеров	3.4125000000000005
Кленовское	Ремонт компьютеров	2.1314
Братеево	Ремонт компьютеров	2.4514
Вешняки	Ремонт компьютеров	3.5878000000000005
Савелки	Ремонт компьютеров	2.2384
Щукино	Ремонт компьютеров	2.8608000000000002
Строгино	Ремонт компьютеров	5.050000000000001
Мещанский	Ремонт компьютеров	3.0528
Измайлово	Ремонт компьютеров	3.6856
Кунцево	Ремонт компьютеров	4.0308
Беговой	Ремонт компьютеров	2.4078
Фили-Давыдково	Ремонт компьютеров	3.1257
Братеево	Ремонт компьютеров	3.9044
Молжаниновский	Ремонт компьютеров	2.316
Зюзино	Ремонт компьютеров	2.6526
Капотня	Ремонт компьютеров	1.4919
Мещанский	Ремонт компьютеров	0.8198
Орехово-Борисово Северное	Ремонт компьютеров	3.0203
Орехово-Борисово Южное	Ремонт компьютеров	3.7823
Митино	Ремонт компьютеров	4.3843
Мосрентген	Ремонт компьютеров	3.6136999999999997
Тимирязевский	Ремонт компьютеров	1.9404000000000001
Филевский Парк	Ремонт компьютеров	2.8426
Фили-Давыдково	Ремонт компьютеров	3.9187000000000003
Свиблово	Ремонт компьютеров	4.0759
Нагорный	Ремонт компьютеров	3.6288
Северное Бутово	Ремонт компьютеров	3.7442
Люблино	Ремонт компьютеров	4.656700000000001
Академический	Ремонт компьютеров	2.0376
Новогиреево	Ремонт компьютеров	3.5256
Сосенское	Ремонт компьютеров	3.1337
Первомайское	Ремонт компьютеров	0.8142
Бабушкинский	Ремонт компьютеров	1.5904
Таганский	Ремонт компьютеров	2.1411
Теплый Стан	Ремонт компьютеров	3.7824
Ново-Переделкино	Ремонт компьютеров	2.3132
Дмитровский	Ремонт компьютеров	3.7923
Лосиноостровский	Ремонт компьютеров	1.4506
Щаповское	Ремонт компьютеров	2.996
Даниловский	Ремонт компьютеров	4.1161
Метрогородок	Ремонт компьютеров	4.2872
Северное Измайлово	Ремонт компьютеров	2.019
Южное Медведково	Ремонт компьютеров	3.7511
Щукино	Ремонт компьютеров	2.5948
Котловка	Ремонт компьютеров	3.4997
Красносельский	Ремонт компьютеров	0.33840000000000003
Кокошкино	Ремонт компьютеров	0.9193
Богородское	Ремонт компьютеров	4.2856000000000005
Чертаново Южное	Ремонт компьютеров	5.252800000000001
Алексеевский	Ремонт компьютеров	2.701
Ново-Переделкино	Ремонт компьютеров	3.7641999999999998
Роговское	Ремонт компьютеров	2.3425000000000002
Орехово-Борисово Северное	Ремонт компьютеров	3.3853
Алтуфьевский	Ремонт компьютеров	2.2492
Митино	Ремонт компьютеров	3.9993
Крюково	Ремонт компьютеров	2.0989
Марьина Роща	Ремонт компьютеров	0.9019
Южное Тушино	Ремонт компьютеров	3.2086
Зябликово	Ремонт компьютеров	3.8776
Кокошкино	Ремонт компьютеров	2.7323000000000004
Солнцево	Ремонт компьютеров	3.3032000000000004
Вороновское	Ремонт компьютеров	2.96
Марфино	Ремонт компьютеров	2.9746
Нагатинский Затон	Ремонт компьютеров	3.1695
Молжаниновский	Ремонт компьютеров	3.057
Нагатинский Затон	Ремонт компьютеров	4.0355
Текстильщики	Ремонт компьютеров	4.0613
Богородское	Ремонт компьютеров	2.4866
Ломоносовский	Ремонт компьютеров	3.9555
Матушкино	Ремонт компьютеров	5.5154
Обручевский	Ремонт компьютеров	5.0014
Филимонковское	Ремонт компьютеров	2.4436
Марьино	Ремонт компьютеров	7.215199999999999
Войковский	Ремонт компьютеров	3.7756000000000003
Воскресенское	Ремонт компьютеров	3.2261
Соколиная Гора	Ремонт компьютеров	2.8381
Крылатское	Ремонт компьютеров	4.1365
Таганский	Ремонт компьютеров	4.3581
Краснопахорское	Ремонт компьютеров	3.1012999999999997
Обручевский	Ремонт компьютеров	3.7184
Бескудниковский	Ремонт компьютеров	1.7240000000000002
Марьино	Ремонт компьютеров	6.1452
Ростокино	Ремонт компьютеров	2.9103
Марушкинское	Ремонт компьютеров	1.9758
Бабушкинский	Ремонт компьютеров	4.1204
Выхино-Жулебино	Ремонт компьютеров	5.447900000000001
Обручевский	Ремонт компьютеров	0.49140000000000006
Кленовское	Ремонт компьютеров	2.0874
Внуковское	Ремонт компьютеров	2.3838
Бибирево	Ремонт компьютеров	3.2468000000000004
Раменки	Ремонт компьютеров	3.9165
Царицыно	Ремонт компьютеров	5.8889000000000005
Басманный	Ремонт компьютеров	2.6423
Ново-Переделкино	Ремонт компьютеров	5.3082
Ломоносовский	Ремонт компьютеров	3.8015
Таганский	Ремонт компьютеров	2.3881
Можайский	Ремонт компьютеров	4.6153
Филевский Парк	Ремонт компьютеров	4.6346
Бескудниковский	Ремонт компьютеров	2.6980000000000004
Марьина Роща	Ремонт компьютеров	2.2779
Косино-Ухтомский	Ремонт компьютеров	4.5568
Марьина Роща	Ремонт компьютеров	3.5539
Молжаниновский	Ремонт компьютеров	1.716
Марфино	Ремонт компьютеров	1.4906000000000001
Ярославский	Ремонт компьютеров	3.338
Солнцево	Ремонт компьютеров	3.8322
Южное Тушино	Ремонт компьютеров	2.9616000000000002
Московский	Ремонт компьютеров	3.2786999999999997
Дмитровский	Ремонт компьютеров	3.8913
Мещанский	Ремонт компьютеров	1.5258
Хамовники	Ремонт компьютеров	3.2649
Орехово-Борисово Южное	Ремонт компьютеров	3.9333
Солнцево	Ремонт компьютеров	3.7432
Покровское-Стрешнево	Ремонт компьютеров	3.3144
Щербинка	Ремонт компьютеров	3.3092
Даниловский	Ремонт компьютеров	3.6781000000000006
Северное Медведково	Ремонт компьютеров	4.8756
Пресненский	Ремонт компьютеров	5.9044
Дмитровский	Ремонт компьютеров	2.9783
Рязановское	Ремонт компьютеров	2.919
Зюзино	Ремонт компьютеров	3.3016
Рязанский	Ремонт компьютеров	3.3631
Михайлово-Ярцевское	Ремонт компьютеров	1.0168
Пресненский	Ремонт компьютеров	3.0874
Московский	Ремонт компьютеров	1.5307
Ивановское	Ремонт компьютеров	2.8133
Новокосино	Ремонт компьютеров	4.3729
Обручевский	Ремонт компьютеров	2.4844
Сосенское	Ремонт компьютеров	3.0307000000000004
Богородское	Ремонт компьютеров	3.1916
Марьина Роща	Ремонт компьютеров	1.7139
Коптево	Ремонт компьютеров	1.9162
Теплый Стан	Ремонт компьютеров	3.8864
Тропарево-Никулино	Ремонт компьютеров	2.4776
Новофедоровское	Ремонт компьютеров	2.6365
Соколиная Гора	Ремонт компьютеров	4.1201
Гагаринский	Ремонт компьютеров	3.5353000000000003
Раменки	Ремонт компьютеров	3.6895
Савеловский	Ремонт компьютеров	2.1999
Отрадное	Ремонт компьютеров	3.1761
Нижегородский	Ремонт компьютеров	1.2195
Косино-Ухтомский	Ремонт компьютеров	4.3978
Солнцево	Ремонт компьютеров	3.2762000000000002
Левобережный	Ремонт компьютеров	4.8034
Южнопортовый	Ремонт компьютеров	4.5256
Якиманка	Ремонт компьютеров	2.071
Лосиноостровский	Ремонт компьютеров	2.5486
Алексеевский	Ремонт компьютеров	3.35
Хорошевский	Ремонт компьютеров	3.2786
Котловка	Ремонт компьютеров	1.8547000000000002
Арбат	Ремонт компьютеров	4.149
Красносельский	Ремонт компьютеров	3.2154000000000003
Лианозово	Ремонт компьютеров	3.1529
Внуково	Ремонт компьютеров	3.2817
Алтуфьевский	Ремонт компьютеров	3.2832
Ховрино	Ремонт компьютеров	5.1075
Южное Медведково	Ремонт компьютеров	2.6031
Кленовское	Ремонт компьютеров	0.27940000000000004
Десеновское	Ремонт компьютеров	1.1566999999999998
Печатники	Ремонт компьютеров	4.1599
Гагаринский	Ремонт компьютеров	2.5583
Зюзино	Ремонт компьютеров	3.8346
Дорогомилово	Ремонт компьютеров	2.4794
Черемушки	Ремонт компьютеров	4.4876
Ясенево	Ремонт компьютеров	5.9147
Марфино	Ремонт компьютеров	3.5706
Воскресенское	Ремонт компьютеров	1.8181
Внуковское	Ремонт компьютеров	3.0638
Савелки	Ремонт компьютеров	3.6803999999999997
Метрогородок	Ремонт компьютеров	4.4332
Марьино	Ремонт компьютеров	5.1202
Орехово-Борисово Южное	Ремонт компьютеров	3.2103
Кленовское	Ремонт компьютеров	1.2844
Южнопортовый	Ремонт компьютеров	3.3486000000000002
Покровское-Стрешнево	Ремонт компьютеров	5.6234
Чертаново Центральное	Ремонт компьютеров	4.2736
Таганский	Ремонт компьютеров	4.3151
Роговское	Ремонт компьютеров	1.4665000000000001
Дорогомилово	Ремонт компьютеров	3.2494
Лосиноостровский	Ремонт компьютеров	2.3296
Марфино	Ремонт компьютеров	2.3486000000000002
Орехово-Борисово Южное	Ремонт компьютеров	5.7963000000000005
Замоскворечье	Ремонт компьютеров	2.183
Рязановское	Ремонт компьютеров	1.262
Рязанский	Ремонт компьютеров	2.2331000000000003
Новофедоровское	Ремонт компьютеров	2.4924999999999997
Тверской	Ремонт компьютеров	2.0474
Пресненский	Ремонт компьютеров	4.5514
Очаково-Матвеевское	Ремонт компьютеров	5.120900000000001
Куркино	Ремонт компьютеров	2.2227
Беговой	Ремонт компьютеров	3.3268
Марфино	Ремонт компьютеров	4.3116
Ростокино	Ремонт компьютеров	1.3583
Марушкинское	Ремонт компьютеров	3.0198
Ховрино	Ремонт компьютеров	4.8625
Тимирязевский	Ремонт компьютеров	2.7904
Троицк	Ремонт компьютеров	3.5175
Ново-Переделкино	Ремонт компьютеров	3.2852
Куркино	Ремонт компьютеров	2.3527
Ярославский	Ремонт компьютеров	3.671
Алтуфьевский	Ремонт компьютеров	2.9322
Нижегородский	Ремонт компьютеров	2.1574999999999998
Куркино	Ремонт компьютеров	1.9257
Косино-Ухтомский	Ремонт компьютеров	3.0648
Якиманка	Ремонт компьютеров	2.9930000000000003
Обручевский	Ремонт компьютеров	3.8944
Лосиноостровский	Ремонт компьютеров	5.3376
Зюзино	Ремонт компьютеров	4.1826
Тверской	Ремонт компьютеров	1.2174
Марьина Роща	Ремонт компьютеров	2.1229
Тимирязевский	Ремонт компьютеров	2.4584
Ново-Переделкино	Ремонт компьютеров	3.3432
Северное Бутово	Ремонт компьютеров	4.0082
Ховрино	Ремонт компьютеров	3.0105000000000004
Фили-Давыдково	Ремонт компьютеров	4.5607
Тропарево-Никулино	Ремонт компьютеров	3.2846
Краснопахорское	Ремонт компьютеров	2.1233
Беговой	Ремонт компьютеров	1.6388
Марушкинское	Ремонт компьютеров	1.5417999999999998
Рязановское	Ремонт компьютеров	2.295
Чертаново Южное	Ремонт компьютеров	3.6208
Северное Тушино	Ремонт компьютеров	3.8236999999999997
Киевский	Ремонт компьютеров	3.2693000000000003
Десеновское	Ремонт компьютеров	1.5377
Свиблово	Ремонт компьютеров	1.1519
Южнопортовый	Ремонт компьютеров	3.2576
Силино	Ремонт компьютеров	4.3431
Кунцево	Ремонт компьютеров	5.2458
Краснопахорское	Ремонт компьютеров	2.2723
Косино-Ухтомский	Ремонт компьютеров	3.1228
Кленовское	Ремонт компьютеров	2.2374
Текстильщики	Ремонт компьютеров	4.0553
Ростокино	Ремонт компьютеров	1.3643
Гагаринский	Ремонт компьютеров	4.1763
Первомайское	Ремонт компьютеров	2.5982
Марушкинское	Ремонт компьютеров	0.3258
Ломоносовский	Ремонт компьютеров	2.6174999999999997
Перово	Ремонт компьютеров	3.3571999999999997
Кокошкино	Ремонт компьютеров	1.3523
Первомайское	Ремонт компьютеров	2.8322
Котловка	Ремонт компьютеров	1.9627000000000001
Северное Тушино	Ремонт компьютеров	3.8076999999999996
Силино	Ремонт компьютеров	1.9241000000000001
Северное Тушино	Ремонт компьютеров	4.9567
Кунцево	Ремонт компьютеров	3.6738
Теплый Стан	Ремонт компьютеров	1.3234000000000001
Кленовское	Ремонт компьютеров	3.3254
Южное Бутово	Ремонт компьютеров	5.0463000000000005
Обручевский	Ремонт компьютеров	3.6254
Хамовники	Ремонт компьютеров	3.2799
Нижегородский	Ремонт компьютеров	3.3275
Красносельский	Ремонт компьютеров	3.4324
Обручевский	Ремонт компьютеров	3.1134000000000004
Мещанский	Ремонт компьютеров	3.8777999999999997
Алексеевский	Ремонт компьютеров	2.682
Орехово-Борисово Северное	Ремонт компьютеров	1.8113000000000001
Коньково	Ремонт компьютеров	3.6114
Солнцево	Ремонт компьютеров	2.3652
Мещанский	Ремонт компьютеров	3.8108
Вешняки	Ремонт компьютеров	2.9958
Краснопахорское	Ремонт компьютеров	1.9873
Покровское-Стрешнево	Ремонт компьютеров	2.5414
Печатники	Ремонт компьютеров	2.8468999999999998
Якиманка	Ремонт компьютеров	1.652
Вешняки	Ремонт компьютеров	3.9898
Богородское	Ремонт компьютеров	4.7296
Матушкино	Ремонт компьютеров	1.6794000000000002
Кокошкино	Ремонт компьютеров	3.0553000000000003
Таганский	Ремонт компьютеров	2.4851
Пресненский	Ремонт компьютеров	3.5564
Ростокино	Ремонт компьютеров	2.7133000000000003
Внуково	Ремонт компьютеров	4.2087
Южное Тушино	Ремонт компьютеров	3.5846
Марушкинское	Ремонт компьютеров	4.1618
Выхино-Жулебино	Ремонт компьютеров	4.774900000000001
Киевский	Ремонт компьютеров	0.8533
Нижегородский	Ремонт компьютеров	2.9485
Котловка	Ремонт компьютеров	4.7147
Бибирево	Ремонт компьютеров	3.9238
Марушкинское	Ремонт компьютеров	2.3588
Зюзино	Ремонт компьютеров	1.9416
Крюково	Ремонт компьютеров	2.9359
Метрогородок	Ремонт компьютеров	4.4052
Троицк	Ремонт компьютеров	2.8635
Лефортово	Ремонт компьютеров	3.8483
Аэропорт	Ремонт компьютеров	2.3234000000000004
Савелки	Ремонт компьютеров	4.2804
Богородское	Ремонт компьютеров	2.5276
Нагатинский Затон	Ремонт компьютеров	2.3845
Десеновское	Ремонт компьютеров	2.0907
Ростокино	Ремонт компьютеров	2.9593000000000003
Беговой	Ремонт компьютеров	1.2308
Косино-Ухтомский	Ремонт компьютеров	4.2208000000000006
Дорогомилово	Ремонт компьютеров	1.2114
Силино	Ремонт компьютеров	3.1391
Новокосино	Ремонт компьютеров	0.9639
Даниловский	Ремонт компьютеров	3.2241
Хамовники	Ремонт компьютеров	3.5979
Гагаринский	Ремонт компьютеров	3.0133
Преображенское	Ремонт компьютеров	2.29
Восточное Измайлово	Ремонт компьютеров	2.7129000000000003
Измайлово	Ремонт компьютеров	3.1676
Северное Медведково	Ремонт компьютеров	3.4756
Бирюлево Западное	Ремонт компьютеров	2.1955
Алтуфьевский	Ремонт компьютеров	4.0722000000000005
Тропарево-Никулино	Ремонт компьютеров	4.5266
Зябликово	Ремонт компьютеров	3.5346
Филимонковское	Ремонт компьютеров	0.5476000000000001
Богородское	Ремонт компьютеров	5.2956
Бескудниковский	Ремонт компьютеров	4.424
Орехово-Борисово Южное	Ремонт компьютеров	2.6563
Северное Тушино	Ремонт компьютеров	3.0867
Войковский	Ремонт компьютеров	1.8456000000000001
Тимирязевский	Ремонт компьютеров	3.3984
Пресненский	Ремонт компьютеров	3.8924000000000003
Нижегородский	Ремонт компьютеров	1.6225
Люблино	Ремонт компьютеров	3.7397
Даниловский	Ремонт компьютеров	3.5241
Некрасовка	Ремонт компьютеров	2.9031000000000002
Щербинка	Ремонт компьютеров	3.2102
Южное Бутово	Ремонт компьютеров	5.6623
Воскресенское	Ремонт компьютеров	3.4511000000000003
Лосиноостровский	Ремонт компьютеров	3.6546000000000003
Крылатское	Ремонт компьютеров	4.080500000000001
Южное Бутово	Ремонт компьютеров	5.3133
Марушкинское	Ремонт компьютеров	2.2608
Замоскворечье	Ремонт компьютеров	3.0229999999999997
Печатники	Ремонт компьютеров	4.5719
Силино	Ремонт компьютеров	3.3351
Выхино-Жулебино	Ремонт компьютеров	4.2539
Проспект Вернадского	Ремонт компьютеров	3.0248
Ростокино	Ремонт компьютеров	2.1363
Коньково	Ремонт компьютеров	4.1304
Выхино-Жулебино	Ремонт компьютеров	4.8319
Силино	Ремонт компьютеров	1.8331
Митино	Ремонт компьютеров	5.081300000000001
Восточное Дегунино	Ремонт компьютеров	1.6116
Арбат	Ремонт компьютеров	2.684
Северное Измайлово	Ремонт компьютеров	3.502
Орехово-Борисово Южное	Ремонт компьютеров	2.6513
Филимонковское	Ремонт компьютеров	2.7856
Крылатское	Ремонт компьютеров	2.7255000000000003
Сосенское	Ремонт компьютеров	3.5797
Кленовское	Ремонт компьютеров	3.0544000000000002
Троицк	Ремонт компьютеров	3.6735
Даниловский	Ремонт компьютеров	2.5471000000000004
Крюково	Ремонт компьютеров	3.9529000000000005
Печатники	Ремонт компьютеров	3.5019
Братеево	Ремонт компьютеров	1.8694
Дорогомилово	Ремонт компьютеров	4.2474
Марфино	Ремонт компьютеров	2.3546
Десеновское	Ремонт компьютеров	2.4427
Очаково-Матвеевское	Ремонт компьютеров	2.0229
Лосиноостровский	Ремонт компьютеров	3.6356
Южное Медведково	Ремонт компьютеров	2.9431000000000003
Сокол	Ремонт компьютеров	2.8152999999999997
Краснопахорское	Ремонт компьютеров	3.3613
Кузьминки	Ремонт компьютеров	4.0931
Крюково	Ремонт компьютеров	2.8949
Чертаново Центральное	Ремонт компьютеров	2.1156
Братеево	Ремонт компьютеров	3.6684
Внуково	Ремонт компьютеров	4.8027
Хорошево-Мневники	Ремонт компьютеров	4.6557
Северное Бутово	Ремонт компьютеров	2.5862
Гагаринский	Ремонт компьютеров	3.3712999999999997
Северное Тушино	Ремонт компьютеров	3.8597
Мосрентген	Ремонт компьютеров	1.9867000000000001
Щаповское	Ремонт компьютеров	0.721
Савелки	Ремонт компьютеров	3.1483999999999996
Марушкинское	Ремонт компьютеров	3.2578
Обручевский	Ремонт компьютеров	2.1444
Марфино	Ремонт компьютеров	1.8916
Щукино	Ремонт компьютеров	4.1328
Донской	Ремонт компьютеров	4.711
Отрадное	Ремонт компьютеров	3.5041
Дорогомилово	Ремонт компьютеров	3.1594
Старое Крюково	Ремонт компьютеров	2.1557
Москворечье-Сабурово	Ремонт компьютеров	3.0513000000000003
Кокошкино	Ремонт компьютеров	1.4603
Печатники	Ремонт компьютеров	2.6229
Новофедоровское	Ремонт компьютеров	3.7075
Очаково-Матвеевское	Ремонт компьютеров	2.6099
Десеновское	Ремонт компьютеров	2.2897
Савеловский	Ремонт компьютеров	2.8979000000000004
Лефортово	Ремонт компьютеров	4.7183
Зябликово	Ремонт компьютеров	3.2366
Черемушки	Ремонт компьютеров	4.1356
Выхино-Жулебино	Ремонт компьютеров	4.6729
Новогиреево	Ремонт компьютеров	2.6936
Воскресенское	Ремонт компьютеров	2.8381000000000003
Ховрино	Ремонт компьютеров	3.0675
Марьино	Ремонт компьютеров	3.8462
Южнопортовый	Ремонт компьютеров	3.4816000000000003
Сокольники	Ремонт компьютеров	1.8587000000000002
Восточное Дегунино	Ремонт компьютеров	3.5466
Даниловский	Ремонт компьютеров	1.8231000000000002
Отрадное	Ремонт компьютеров	3.2991
Бескудниковский	Ремонт компьютеров	3.349
Аэропорт	Ремонт компьютеров	2.3444000000000003
Алексеевский	Ремонт компьютеров	4.901
Донской	Ремонт компьютеров	2.158
Марфино	Ремонт компьютеров	2.4436
Северный	Ремонт компьютеров	3.2658
Беговой	Ремонт компьютеров	3.4298
Очаково-Матвеевское	Ремонт компьютеров	4.1019000000000005
Свиблово	Ремонт компьютеров	1.9309
Крылатское	Ремонт компьютеров	3.0475000000000003
Куркино	Ремонт компьютеров	1.9997
Куркино	Ремонт компьютеров	1.8687
Чертаново Северное	Ремонт компьютеров	2.8614
Нагатино-Садовники	Ремонт компьютеров	2.9826
Южное Тушино	Ремонт компьютеров	4.3586
Сосенское	Ремонт компьютеров	3.5677000000000003
Гагаринский	Ремонт компьютеров	2.4053
Чертаново Северное	Ремонт компьютеров	2.4474
Сокольники	Ремонт компьютеров	1.4387
Щаповское	Ремонт компьютеров	3.748
Новокосино	Ремонт компьютеров	4.4069
Преображенское	Ремонт компьютеров	3.021
Отрадное	Ремонт компьютеров	3.9731
Аэропорт	Ремонт компьютеров	1.9504000000000001
Хорошевский	Ремонт компьютеров	4.833600000000001
Покровское-Стрешнево	Ремонт компьютеров	0.9464
Южное Бутово	Ремонт компьютеров	6.2613
Тимирязевский	Ремонт компьютеров	4.9834
Фили-Давыдково	Ремонт компьютеров	4.3417
Сокольники	Ремонт компьютеров	2.3387000000000002
Щукино	Ремонт компьютеров	2.5078
Строгино	Ремонт компьютеров	3.758
Западное Дегунино	Ремонт компьютеров	3.4901
Беговой	Ремонт компьютеров	1.0428000000000002
Ярославский	Ремонт компьютеров	4.975
Свиблово	Ремонт компьютеров	2.4859
Московский	Ремонт компьютеров	2.2457000000000003
Коптево	Ремонт компьютеров	4.5771999999999995
Западное Дегунино	Ремонт компьютеров	4.7381
Сокольники	Ремонт компьютеров	3.1257
Бирюлево Восточное	Ремонт компьютеров	3.9409
Орехово-Борисово Северное	Ремонт компьютеров	3.3843
Басманный	Ремонт компьютеров	3.1353
Алтуфьевский	Ремонт компьютеров	2.4992
Аэропорт	Ремонт компьютеров	2.4194
Филевский Парк	Ремонт компьютеров	3.0676
Сокольники	Ремонт компьютеров	2.6047000000000002
Старое Крюково	Ремонт компьютеров	1.5947
Кленовское	Ремонт компьютеров	3.4154000000000004
Хамовники	Ремонт компьютеров	1.8769
Покровское-Стрешнево	Ремонт компьютеров	1.4284
Мосрентген	Ремонт компьютеров	0.3417
Лианозово	Ремонт компьютеров	3.0059
Фили-Давыдково	Ремонт компьютеров	3.0587
Беговой	Ремонт компьютеров	0.45080000000000003
Сокол	Ремонт компьютеров	4.9033
Можайский	Ремонт компьютеров	4.2263
Очаково-Матвеевское	Ремонт компьютеров	4.4689
Измайлово	Ремонт компьютеров	4.8436
Головинский	Ремонт компьютеров	3.6602
Старое Крюково	Ремонт компьютеров	2.7147
Северное Измайлово	Ремонт компьютеров	2.6370000000000005
Филевский Парк	Ремонт компьютеров	2.9136
Орехово-Борисово Южное	Ремонт компьютеров	3.3473
Печатники	Ремонт компьютеров	2.6649000000000003
Академический	Ремонт компьютеров	3.0416
Нагорный	Ремонт компьютеров	4.1568000000000005
Гольяново	Ремонт компьютеров	5.4031
Чертаново Южное	Ремонт компьютеров	3.5148
Лианозово	Ремонт компьютеров	3.4659000000000004
Нагорный	Ремонт компьютеров	1.8658000000000001
Кокошкино	Ремонт компьютеров	3.2233
Северный	Ремонт компьютеров	1.8158
Щукино	Ремонт компьютеров	3.2228000000000003
Тропарево-Никулино	Ремонт компьютеров	2.9126000000000003
Некрасовка	Ремонт компьютеров	3.8661000000000003
Котловка	Ремонт компьютеров	1.5007000000000001
Гагаринский	Ремонт компьютеров	3.1633000000000004
Филимонковское	Ремонт компьютеров	3.1686
Марушкинское	Ремонт компьютеров	2.1958
Сокольники	Ремонт компьютеров	3.1347
Метрогородок	Ремонт компьютеров	2.4562
Гагаринский	Ремонт компьютеров	2.9053000000000004
Марушкинское	Ремонт компьютеров	-0.2012
Головинский	Ремонт компьютеров	2.3122000000000003
Орехово-Борисово Южное	Ремонт компьютеров	4.8763000000000005
Орехово-Борисово Северное	Ремонт компьютеров	2.9433000000000002
Марфино	Ремонт компьютеров	2.7126
Раменки	Ремонт компьютеров	2.8365
Лианозово	Ремонт компьютеров	4.9409
Бибирево	Ремонт компьютеров	4.2868
Перово	Ремонт компьютеров	6.7472
Тимирязевский	Ремонт компьютеров	4.0004
Крылатское	Ремонт компьютеров	3.9515000000000002
Теплый Стан	Ремонт компьютеров	2.2724
Ломоносовский	Ремонт компьютеров	4.2305
Северное Тушино	Ремонт компьютеров	2.4017
Донской	Ремонт компьютеров	3.677
Северное Тушино	Ремонт компьютеров	3.8647
Бирюлево Западное	Ремонт компьютеров	4.4815000000000005
Восточное Измайлово	Ремонт компьютеров	3.3059000000000003
Тверской	Ремонт компьютеров	2.5464
Красносельский	Ремонт компьютеров	2.9514
Коптево	Ремонт компьютеров	4.4412
Останкинский	Ремонт компьютеров	3.5987999999999998
Восточное Измайлово	Ремонт компьютеров	2.5849
Коньково	Ремонт компьютеров	3.1504000000000003
Нагорный	Ремонт компьютеров	1.7938
Куркино	Ремонт компьютеров	3.2627
Дорогомилово	Ремонт компьютеров	3.6104
Рязановское	Ремонт компьютеров	2.272
Отрадное	Ремонт компьютеров	5.8871
Тропарево-Никулино	Ремонт компьютеров	3.3456
Щербинка	Ремонт компьютеров	1.1782
Чертаново Центральное	Ремонт компьютеров	1.5846
Хорошевский	Ремонт компьютеров	2.9556
Мещанский	Ремонт компьютеров	3.8367999999999998
Красносельский	Ремонт компьютеров	1.4014
Теплый Стан	Ремонт компьютеров	4.3134
Северное Тушино	Ремонт компьютеров	4.1777
Куркино	Ремонт компьютеров	2.2717
Филевский Парк	Ремонт компьютеров	3.4806
Орехово-Борисово Северное	Ремонт компьютеров	4.6643
Северное Тушино	Ремонт компьютеров	4.5387
Крюково	Ремонт компьютеров	3.5529
Преображенское	Ремонт компьютеров	3.9299999999999997
Мосрентген	Ремонт компьютеров	4.4947
Нагатино-Садовники	Ремонт компьютеров	2.9816000000000003
Ясенево	Ремонт компьютеров	3.5336999999999996
Щукино	Ремонт компьютеров	2.8108
Красносельский	Ремонт компьютеров	3.1474
Бирюлево Восточное	Ремонт компьютеров	5.2369
Южное Бутово	Ремонт компьютеров	4.9003
